Territory,Gender,Age Class,Duration of Unemployment,Quarter,Year,Unemployment Rate
Mezzogiorno,females,15-74 ,total,1,2011,16.160236
Mezzogiorno,females,15-74 ,total,2,2011,15.770184
Mezzogiorno,females,15-74 ,total,4,2011,17.495894
Mezzogiorno,females,15-74 ,total,3,2011,15.521401
Mezzogiorno,females,15-74 ,total,2,2012,19.06662
Mezzogiorno,females,15-74 ,total,1,2012,19.705899
Mezzogiorno,females,15-74 ,total,4,2012,21.288327
Mezzogiorno,females,15-74 ,total,3,2012,17.922008
Mezzogiorno,females,15-74 ,total,1,2013,21.653697
Mezzogiorno,females,15-74 ,total,2,2013,21.735914
Mezzogiorno,females,15-74 ,total,4,2013,22.651602
Mezzogiorno,females,15-74 ,total,3,2013,20.237556
Mezzogiorno,females,15-74 ,total,2,2014,23.035298
Mezzogiorno,females,15-74 ,total,1,2014,23.879332
Mezzogiorno,females,15-74 ,total,4,2014,24.340329
Mezzogiorno,females,15-74 ,total,3,2014,22.323329
Mezzogiorno,females,15-74 ,total,1,2015,21.99991
Mezzogiorno,females,15-74 ,total,2,2015,21.847071
Mezzogiorno,females,15-74 ,total,4,2015,21.84137
Mezzogiorno,females,15-74 ,total,3,2015,19.933526
Mezzogiorno,females,15-74 ,total,2,2016,22.132912
Mezzogiorno,females,15-74 ,total,1,2016,22.319259
Mezzogiorno,females,15-74 ,total,4,2016,23.41637
Mezzogiorno,females,15-74 ,total,3,2016,20.727294
Mezzogiorno,females,15-74 ,total,1,2017,23.111686
Mezzogiorno,females,15-74 ,total,2,2017,21.998689
Mezzogiorno,females,15-74 ,total,4,2017,21.450489
Mezzogiorno,females,15-74 ,total,3,2017,20.769852
Mezzogiorno,females,15-74 ,total,2,2018,20.971036
Mezzogiorno,females,15-74 ,total,1,2018,22.675973
Mezzogiorno,females,15-74 ,total,4,2018,20.595771
Mezzogiorno,females,15-74 ,total,3,2018,19.201104
Mezzogiorno,females,15-74 ,total,1,2019,21.183579
Mezzogiorno,females,15-74 ,total,2,2019,18.9762
Mezzogiorno,females,15-74 ,total,4,2019,20.37698
Mezzogiorno,females,15-74 ,total,3,2019,18.372064
Mezzogiorno,females,15-74 ,total,2,2020,15.598885
Mezzogiorno,females,15-74 ,total,1,2020,19.344876
Mezzogiorno,females,15-74 ,total,3,2020,20.294273
Mezzogiorno,females,15-74 ,total,4,2020,17.812077
Mezzogiorno,females,15-74 ,total,1,2021,19.471796
Mezzogiorno,females,15-74 ,total,2,2021,19.041918
Mezzogiorno,females,15-74 ,total,3,2021,19.283592
Mezzogiorno,females,15-74 ,total,4,2021,17.048008
Mezzogiorno,females,15-74 ,total,1,2022,17.384172
Mezzogiorno,females,15-74 ,total,2,2022,16.566358
Mezzogiorno,females,15-74 ,total,3,2022,17.284244
Mezzogiorno,females,15-74 ,total,4,2022,16.392337
Lazio,females,15-74 ,total,2,2018,11.472901
Lazio,females,15-74 ,total,1,2018,13.506567
Lazio,females,15-74 ,total,4,2018,12.011668
Lazio,females,15-74 ,total,3,2018,10.445656
Lazio,females,15-74 ,total,1,2019,12.061957
Lazio,females,15-74 ,total,2,2019,10.050332
Lazio,females,15-74 ,total,4,2019,10.962376
Lazio,females,15-74 ,total,3,2019,8.601837
Lazio,females,15-74 ,total,2,2020,7.359225
Lazio,females,15-74 ,total,1,2020,10.752649
Lazio,females,15-74 ,total,3,2020,11.824557
Lazio,females,15-74 ,total,4,2020,9.638609
Lazio,females,15-74 ,total,1,2021,11.84251
Lazio,females,15-74 ,total,2,2021,10.649942
Lazio,females,15-74 ,total,3,2021,9.450191
Lazio,females,15-74 ,total,4,2021,10.949751
Lazio,females,15-74 ,total,1,2022,8.616239
Lazio,females,15-74 ,total,2,2022,10.201926
Lazio,females,15-74 ,total,3,2022,9.291233
Lazio,females,15-74 ,total,4,2022,8.495853
Friuli-Venezia Giulia,males,15-74 ,total,2,2018,5.084671
Friuli-Venezia Giulia,males,15-74 ,total,1,2018,5.476828
Friuli-Venezia Giulia,males,15-74 ,total,4,2018,6.158482
Friuli-Venezia Giulia,males,15-74 ,total,3,2018,5.29466
Friuli-Venezia Giulia,males,15-74 ,total,1,2019,4.355516
Friuli-Venezia Giulia,males,15-74 ,total,2,2019,5.026454
Friuli-Venezia Giulia,males,15-74 ,total,4,2019,4.553708
Friuli-Venezia Giulia,males,15-74 ,total,3,2019,4.637549
Friuli-Venezia Giulia,males,15-74 ,total,2,2020,4.089062
Friuli-Venezia Giulia,males,15-74 ,total,1,2020,3.999027
Friuli-Venezia Giulia,males,15-74 ,total,3,2020,4.347753
Friuli-Venezia Giulia,males,15-74 ,total,4,2020,4.45877
Friuli-Venezia Giulia,males,15-74 ,total,1,2021,4.431743
Friuli-Venezia Giulia,males,15-74 ,total,2,2021,4.831871
Friuli-Venezia Giulia,males,15-74 ,total,3,2021,3.436191
Friuli-Venezia Giulia,males,15-74 ,total,4,2021,4.518577
Friuli-Venezia Giulia,males,15-74 ,total,1,2022,4.662118
Friuli-Venezia Giulia,males,15-74 ,total,2,2022,4.156068
Friuli-Venezia Giulia,males,15-74 ,total,3,2022,3.340264
Friuli-Venezia Giulia,males,15-74 ,total,4,2022,4.854281
Marche,total,15-74 ,total,2,2018,7.691841
Marche,total,15-74 ,total,1,2018,9.319562
Marche,total,15-74 ,total,4,2018,8.282452
Marche,total,15-74 ,total,3,2018,7.201561
Marche,total,15-74 ,total,1,2019,9.122396
Marche,total,15-74 ,total,2,2019,9.265555
Marche,total,15-74 ,total,4,2019,8.611583
Marche,total,15-74 ,total,3,2019,7.491064
Marche,total,15-74 ,total,2,2020,4.829235
Marche,total,15-74 ,total,1,2020,8.361711
Marche,total,15-74 ,total,3,2020,8.347492
Marche,total,15-74 ,total,4,2020,8.471574
Marche,total,15-74 ,total,1,2021,7.919788
Marche,total,15-74 ,total,2,2021,7.484437
Marche,total,15-74 ,total,3,2021,6.640243
Marche,total,15-74 ,total,4,2021,6.459465
Marche,total,15-74 ,total,1,2022,6.821021
Marche,total,15-74 ,total,2,2022,5.195477
Marche,total,15-74 ,total,3,2022,6.760416
Marche,total,15-74 ,total,4,2022,6.004803
Sardegna,females,15-64 ,total,2,2018,16.047842
Sardegna,females,15-64 ,total,1,2018,19.553236
Sardegna,females,15-64 ,total,4,2018,16.29109
Sardegna,females,15-64 ,total,3,2018,9.95904
Sardegna,females,15-64 ,total,1,2019,17.315508
Sardegna,females,15-64 ,total,2,2019,17.060766
Sardegna,females,15-64 ,total,4,2019,16.268425
Sardegna,females,15-64 ,total,3,2019,11.492055
Sardegna,females,15-64 ,total,2,2020,11.203592
Sardegna,females,15-64 ,total,1,2020,12.147028
Sardegna,females,15-64 ,total,3,2020,14.71025
Sardegna,females,15-64 ,total,4,2020,15.508502
Sardegna,females,15-64 ,total,1,2021,20.230237
Sardegna,females,15-64 ,total,2,2021,11.837145
Sardegna,females,15-64 ,total,3,2021,11.92943
Sardegna,females,15-64 ,total,4,2021,12.18572
Sardegna,females,15-64 ,total,1,2022,16.33983
Sardegna,females,15-64 ,total,2,2022,12.899768
Sardegna,females,15-64 ,total,3,2022,12.282933
Sardegna,females,15-64 ,total,4,2022,12.607174
Sardegna,females,15-74 ,total,2,2018,15.922773
Sardegna,females,15-74 ,total,1,2018,19.208624
Sardegna,females,15-74 ,total,4,2018,15.953922
Sardegna,females,15-74 ,total,3,2018,9.750051
Sardegna,females,15-74 ,total,1,2019,17.139595
Sardegna,females,15-74 ,total,2,2019,16.622553
Sardegna,females,15-74 ,total,4,2019,16.088684
Sardegna,females,15-74 ,total,3,2019,11.320799
Sardegna,females,15-74 ,total,2,2020,10.911283
Sardegna,females,15-74 ,total,1,2020,11.894556
Sardegna,females,15-74 ,total,3,2020,14.465007
Sardegna,females,15-74 ,total,4,2020,15.374388
Sardegna,females,15-74 ,total,1,2021,19.656633
Sardegna,females,15-74 ,total,2,2021,11.477008
Sardegna,females,15-74 ,total,3,2021,11.779099
Sardegna,females,15-74 ,total,4,2021,12.023764
Sardegna,females,15-74 ,total,1,2022,16.029671
Sardegna,females,15-74 ,total,2,2022,12.712992
Sardegna,females,15-74 ,total,3,2022,12.085922
Sardegna,females,15-74 ,total,4,2022,12.360524
Marche,total,15-64 ,total,2,2018,7.913354
Marche,total,15-64 ,total,1,2018,9.54599
Marche,total,15-64 ,total,4,2018,8.453546
Marche,total,15-64 ,total,3,2018,7.300498
Marche,total,15-64 ,total,1,2019,9.373869
Marche,total,15-64 ,total,2,2019,9.42931
Marche,total,15-64 ,total,4,2019,8.773098
Marche,total,15-64 ,total,3,2019,7.63285
Marche,total,15-64 ,total,2,2020,4.905166
Marche,total,15-64 ,total,1,2020,8.525199
Marche,total,15-64 ,total,3,2020,8.54608
Marche,total,15-64 ,total,4,2020,8.63673
Marche,total,15-64 ,total,1,2021,8.018771
Marche,total,15-64 ,total,2,2021,7.617027
Marche,total,15-64 ,total,3,2021,6.852823
Marche,total,15-64 ,total,4,2021,6.644913
Marche,total,15-64 ,total,1,2022,6.966482
Marche,total,15-64 ,total,2,2022,5.286657
Marche,total,15-64 ,total,3,2022,6.915718
Marche,total,15-64 ,total,4,2022,6.185547
Mezzogiorno,males,15-64 ,total,1,2011,13.285776
Mezzogiorno,males,15-64 ,total,2,2011,12.048898
Mezzogiorno,males,15-64 ,total,4,2011,13.789221
Mezzogiorno,males,15-64 ,total,3,2011,11.033334
Mezzogiorno,males,15-64 ,total,2,2012,16.403029
Mezzogiorno,males,15-64 ,total,1,2012,17.140659
Mezzogiorno,males,15-64 ,total,4,2012,17.41851
Mezzogiorno,males,15-64 ,total,3,2012,14.765048
Mezzogiorno,males,15-64 ,total,1,2013,19.767423
Mezzogiorno,males,15-64 ,total,2,2013,19.489973
Mezzogiorno,males,15-64 ,total,4,2013,19.706849
Mezzogiorno,males,15-64 ,total,3,2013,18.379534
Mezzogiorno,males,15-64 ,total,2,2014,19.183241
Mezzogiorno,males,15-64 ,total,1,2014,21.02967
Mezzogiorno,males,15-64 ,total,4,2014,20.084524
Mezzogiorno,males,15-64 ,total,3,2014,18.66833
Mezzogiorno,males,15-64 ,total,1,2015,20.311448
Mezzogiorno,males,15-64 ,total,2,2015,19.758112
Mezzogiorno,males,15-64 ,total,4,2015,18.399433
Mezzogiorno,males,15-64 ,total,3,2015,16.656339
Mezzogiorno,males,15-64 ,total,2,2016,18.055839
Mezzogiorno,males,15-64 ,total,1,2016,19.21421
Mezzogiorno,males,15-64 ,total,4,2016,19.114852
Mezzogiorno,males,15-64 ,total,3,2016,17.87825
Mezzogiorno,males,15-64 ,total,1,2017,20.312033
Mezzogiorno,males,15-64 ,total,2,2017,18.026401
Mezzogiorno,males,15-64 ,total,4,2017,18.49229
Mezzogiorno,males,15-64 ,total,3,2017,16.754866
Mezzogiorno,males,15-64 ,total,2,2018,17.09571
Mezzogiorno,males,15-64 ,total,1,2018,18.993676
Mezzogiorno,males,15-64 ,total,4,2018,17.488342
Mezzogiorno,males,15-64 ,total,3,2018,14.913248
Mezzogiorno,males,15-64 ,total,1,2019,18.661939
Mezzogiorno,males,15-64 ,total,2,2019,16.528422
Mezzogiorno,males,15-64 ,total,4,2019,15.877353
Mezzogiorno,males,15-64 ,total,3,2019,15.346704
Mezzogiorno,males,15-64 ,total,2,2020,13.723313
Mezzogiorno,males,15-64 ,total,1,2020,15.880943
Mezzogiorno,males,15-64 ,total,3,2020,15.179627
Mezzogiorno,males,15-64 ,total,4,2020,15.746974
Mezzogiorno,males,15-64 ,total,1,2021,17.2496
Mezzogiorno,males,15-64 ,total,2,2021,15.656069
Mezzogiorno,males,15-64 ,total,3,2021,13.375825
Mezzogiorno,males,15-64 ,total,4,2021,14.905123
Mezzogiorno,males,15-64 ,total,1,2022,14.146403
Mezzogiorno,males,15-64 ,total,2,2022,12.575449
Mezzogiorno,males,15-64 ,total,3,2022,11.889111
Mezzogiorno,males,15-64 ,total,4,2022,13.265596
Lazio,males,15-64 ,total,2,2018,12.380043
Lazio,males,15-64 ,total,1,2018,10.400045
Lazio,males,15-64 ,total,4,2018,10.867783
Lazio,males,15-64 ,total,3,2018,9.373568
Lazio,males,15-64 ,total,1,2019,11.224891
Lazio,males,15-64 ,total,2,2019,9.922976
Lazio,males,15-64 ,total,4,2019,9.489684
Lazio,males,15-64 ,total,3,2019,7.932114
Lazio,males,15-64 ,total,2,2020,6.304811
Lazio,males,15-64 ,total,1,2020,8.344277
Lazio,males,15-64 ,total,3,2020,11.460054
Lazio,males,15-64 ,total,4,2020,10.176278
Lazio,males,15-64 ,total,1,2021,11.102438
Lazio,males,15-64 ,total,2,2021,8.540005
Lazio,males,15-64 ,total,3,2021,9.136412
Lazio,males,15-64 ,total,4,2021,9.895568
Lazio,males,15-64 ,total,1,2022,6.946809
Lazio,males,15-64 ,total,2,2022,6.354243
Lazio,males,15-64 ,total,3,2022,6.005323
Lazio,males,15-64 ,total,4,2022,7.588632
Basilicata,females,15-74 ,total,2,2018,15.742027
Basilicata,females,15-74 ,total,1,2018,12.95474
Basilicata,females,15-74 ,total,4,2018,14.653864
Basilicata,females,15-74 ,total,3,2018,13.84686
Basilicata,females,15-74 ,total,1,2019,15.010951
Basilicata,females,15-74 ,total,2,2019,11.635067
Basilicata,females,15-74 ,total,4,2019,13.166625
Basilicata,females,15-74 ,total,3,2019,11.835093
Basilicata,females,15-74 ,total,2,2020,8.793721
Basilicata,females,15-74 ,total,1,2020,7.928957
Basilicata,females,15-74 ,total,3,2020,14.604239
Basilicata,females,15-74 ,total,4,2020,11.133198
Basilicata,females,15-74 ,total,1,2021,11.297135
Basilicata,females,15-74 ,total,2,2021,8.245009
Basilicata,females,15-74 ,total,3,2021,8.439967
Basilicata,females,15-74 ,total,4,2021,8.574602
Basilicata,females,15-74 ,total,1,2022,6.598817
Basilicata,females,15-74 ,total,2,2022,11.476435
Basilicata,females,15-74 ,total,3,2022,8.388732
Basilicata,females,15-74 ,total,4,2022,11.36537
Italy,males,15-74 ,12 months and over,2,2018,5.799274
Italy,males,15-74 ,12 months and over,1,2018,5.972852
Italy,males,15-74 ,12 months and over,4,2018,5.475075
Italy,males,15-74 ,12 months and over,3,2018,5.11729
Italy,males,15-74 ,12 months and over,1,2019,5.636884
Italy,males,15-74 ,12 months and over,2,2019,5.12254
Italy,males,15-74 ,12 months and over,4,2019,4.804588
Italy,males,15-74 ,12 months and over,3,2019,4.864781
Italy,males,15-74 ,12 months and over,2,2020,3.561769
Italy,males,15-74 ,12 months and over,1,2020,4.622296
Italy,males,15-74 ,12 months and over,3,2020,4.779598
Italy,males,15-74 ,12 months and over,4,2020,4.776652
Italy,males,15-74 ,12 months and over,1,2021,5.185913
Italy,males,15-74 ,12 months and over,2,2021,5.120003
Italy,males,15-74 ,12 months and over,3,2021,4.729109
Italy,males,15-74 ,12 months and over,4,2021,5.08115
Italy,males,15-74 ,12 months and over,1,2022,4.761328
Italy,males,15-74 ,12 months and over,2,2022,4.27347
Italy,males,15-74 ,12 months and over,3,2022,3.809322
Italy,males,15-74 ,12 months and over,4,2022,3.901914
Molise,females,15-74 ,total,2,2018,17.876172
Molise,females,15-74 ,total,1,2018,14.601401
Molise,females,15-74 ,total,4,2018,10.992677
Molise,females,15-74 ,total,3,2018,17.215921
Molise,females,15-74 ,total,1,2019,14.377929
Molise,females,15-74 ,total,2,2019,18.381932
Molise,females,15-74 ,total,4,2019,10.192837
Molise,females,15-74 ,total,3,2019,15.534182
Molise,females,15-74 ,total,2,2020,7.074415
Molise,females,15-74 ,total,1,2020,10.807636
Molise,females,15-74 ,total,3,2020,13.952347
Molise,females,15-74 ,total,4,2020,12.783733
Molise,females,15-74 ,total,1,2021,14.996991
Molise,females,15-74 ,total,2,2021,10.379256
Molise,females,15-74 ,total,3,2021,20.079867
Molise,females,15-74 ,total,4,2021,11.090872
Molise,females,15-74 ,total,1,2022,9.649951
Molise,females,15-74 ,total,2,2022,10.953291
Molise,females,15-74 ,total,3,2022,12.723796
Molise,females,15-74 ,total,4,2022,11.397293
Abruzzo,females,15-64 ,total,2,2018,16.270161
Abruzzo,females,15-64 ,total,1,2018,14.558818
Abruzzo,females,15-64 ,total,4,2018,11.768484
Abruzzo,females,15-64 ,total,3,2018,16.919989
Abruzzo,females,15-64 ,total,1,2019,10.708352
Abruzzo,females,15-64 ,total,2,2019,12.962937
Abruzzo,females,15-64 ,total,4,2019,16.284949
Abruzzo,females,15-64 ,total,3,2019,14.361421
Abruzzo,females,15-64 ,total,2,2020,10.509128
Abruzzo,females,15-64 ,total,1,2020,15.65694
Abruzzo,females,15-64 ,total,3,2020,13.436828
Abruzzo,females,15-64 ,total,4,2020,12.181722
Abruzzo,females,15-64 ,total,1,2021,12.922357
Abruzzo,females,15-64 ,total,2,2021,14.580563
Abruzzo,females,15-64 ,total,3,2021,12.337118
Abruzzo,females,15-64 ,total,4,2021,10.009507
Abruzzo,females,15-64 ,total,1,2022,13.184476
Abruzzo,females,15-64 ,total,2,2022,16.550746
Abruzzo,females,15-64 ,total,3,2022,13.001126
Abruzzo,females,15-64 ,total,4,2022,10.01995
Molise,total,15-74 ,total,2,2018,13.325415
Molise,total,15-74 ,total,1,2018,12.052788
Molise,total,15-74 ,total,4,2018,12.129428
Molise,total,15-74 ,total,3,2018,13.563975
Molise,total,15-74 ,total,1,2019,11.544617
Molise,total,15-74 ,total,2,2019,13.581786
Molise,total,15-74 ,total,4,2019,10.13773
Molise,total,15-74 ,total,3,2019,12.902601
Molise,total,15-74 ,total,2,2020,5.237156
Molise,total,15-74 ,total,1,2020,10.020072
Molise,total,15-74 ,total,3,2020,12.252099
Molise,total,15-74 ,total,4,2020,11.947325
Molise,total,15-74 ,total,1,2021,11.432463
Molise,total,15-74 ,total,2,2021,9.632582
Molise,total,15-74 ,total,3,2021,12.397711
Molise,total,15-74 ,total,4,2021,10.303846
Molise,total,15-74 ,total,1,2022,10.081089
Molise,total,15-74 ,total,2,2022,9.821652
Molise,total,15-74 ,total,3,2022,11.459279
Molise,total,15-74 ,total,4,2022,10.645256
Veneto,males,15-74 ,total,2,2018,4.424808
Veneto,males,15-74 ,total,1,2018,6.170586
Veneto,males,15-74 ,total,4,2018,6.113594
Veneto,males,15-74 ,total,3,2018,4.982386
Veneto,males,15-74 ,total,1,2019,4.783827
Veneto,males,15-74 ,total,2,2019,4.02257
Veneto,males,15-74 ,total,4,2019,4.422994
Veneto,males,15-74 ,total,3,2019,4.121958
Veneto,males,15-74 ,total,2,2020,3.69617
Veneto,males,15-74 ,total,1,2020,3.635349
Veneto,males,15-74 ,total,3,2020,5.999087
Veneto,males,15-74 ,total,4,2020,5.366306
Veneto,males,15-74 ,total,1,2021,5.466095
Veneto,males,15-74 ,total,2,2021,3.679086
Veneto,males,15-74 ,total,3,2021,3.923195
Veneto,males,15-74 ,total,4,2021,5.205613
Veneto,males,15-74 ,total,1,2022,4.463708
Veneto,males,15-74 ,total,2,2022,2.569699
Veneto,males,15-74 ,total,3,2022,2.905334
Veneto,males,15-74 ,total,4,2022,3.437455
Sicilia,males,15-64 ,total,2,2018,20.418366
Sicilia,males,15-64 ,total,1,2018,21.794016
Sicilia,males,15-64 ,total,4,2018,19.598137
Sicilia,males,15-64 ,total,3,2018,18.107949
Sicilia,males,15-64 ,total,1,2019,20.589337
Sicilia,males,15-64 ,total,2,2019,19.926787
Sicilia,males,15-64 ,total,4,2019,16.314674
Sicilia,males,15-64 ,total,3,2019,18.180393
Sicilia,males,15-64 ,total,2,2020,15.56932
Sicilia,males,15-64 ,total,1,2020,17.32893
Sicilia,males,15-64 ,total,3,2020,17.41344
Sicilia,males,15-64 ,total,4,2020,17.60181
Sicilia,males,15-64 ,total,1,2021,20.045838
Sicilia,males,15-64 ,total,2,2021,18.999405
Sicilia,males,15-64 ,total,3,2021,15.683845
Sicilia,males,15-64 ,total,4,2021,15.401609
Sicilia,males,15-64 ,total,1,2022,17.412818
Sicilia,males,15-64 ,total,2,2022,16.140311
Sicilia,males,15-64 ,total,3,2022,13.943119
Sicilia,males,15-64 ,total,4,2022,14.242362
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,2,2018,3.30466
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,1,2018,2.945122
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,4,2018,2.386234
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,3,2018,3.506682
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,1,2019,2.757634
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,2,2019,3.845356
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,4,2019,3.100374
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,3,2019,3.068799
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,2,2020,5.403707
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,1,2020,3.166527
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,3,2020,3.917378
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,4,2020,5.143595
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,1,2021,6.370039
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,2,2021,4.814496
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,3,2021,3.358628
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,4,2021,4.042496
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,1,2022,3.889409
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,2,2022,2.631643
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,3,2022,2.495598
Provincia Autonoma Bolzano / Bozen,females,15-74 ,total,4,2022,3.016011
Nord-est,females,15-74 ,12 months and over,2,2018,3.382241
Nord-est,females,15-74 ,12 months and over,1,2018,3.479072
Nord-est,females,15-74 ,12 months and over,4,2018,3.269944
Nord-est,females,15-74 ,12 months and over,3,2018,2.914841
Nord-est,females,15-74 ,12 months and over,1,2019,2.694937
Nord-est,females,15-74 ,12 months and over,2,2019,3.294994
Nord-est,females,15-74 ,12 months and over,4,2019,2.80703
Nord-est,females,15-74 ,12 months and over,3,2019,2.610119
Nord-est,females,15-74 ,12 months and over,2,2020,1.690273
Nord-est,females,15-74 ,12 months and over,1,2020,2.552438
Nord-est,females,15-74 ,12 months and over,3,2020,2.901465
Nord-est,females,15-74 ,12 months and over,4,2020,2.879173
Nord-est,females,15-74 ,12 months and over,1,2021,2.658023
Nord-est,females,15-74 ,12 months and over,2,2021,2.943895
Nord-est,females,15-74 ,12 months and over,3,2021,2.694597
Nord-est,females,15-74 ,12 months and over,4,2021,3.0239
Nord-est,females,15-74 ,12 months and over,1,2022,3.130951
Nord-est,females,15-74 ,12 months and over,2,2022,2.442089
Nord-est,females,15-74 ,12 months and over,3,2022,2.386065
Nord-est,females,15-74 ,12 months and over,4,2022,2.353246
Trentino Alto Adige / Südtirol,total,15-74 ,total,2,2018,4.110254
Trentino Alto Adige / Südtirol,total,15-74 ,total,1,2018,4.391666
Trentino Alto Adige / Südtirol,total,15-74 ,total,4,2018,3.827028
Trentino Alto Adige / Südtirol,total,15-74 ,total,3,2018,2.961749
Trentino Alto Adige / Südtirol,total,15-74 ,total,1,2019,4.264624
Trentino Alto Adige / Südtirol,total,15-74 ,total,2,2019,4.428661
Trentino Alto Adige / Südtirol,total,15-74 ,total,4,2019,3.422578
Trentino Alto Adige / Südtirol,total,15-74 ,total,3,2019,3.583383
Trentino Alto Adige / Südtirol,total,15-74 ,total,2,2020,4.805351
Trentino Alto Adige / Südtirol,total,15-74 ,total,1,2020,4.261269
Trentino Alto Adige / Südtirol,total,15-74 ,total,3,2020,4.312462
Trentino Alto Adige / Südtirol,total,15-74 ,total,4,2020,4.870726
Trentino Alto Adige / Südtirol,total,15-74 ,total,1,2021,5.889005
Trentino Alto Adige / Südtirol,total,15-74 ,total,2,2021,4.753491
Trentino Alto Adige / Südtirol,total,15-74 ,total,3,2021,3.635232
Trentino Alto Adige / Südtirol,total,15-74 ,total,4,2021,3.101089
Trentino Alto Adige / Südtirol,total,15-74 ,total,1,2022,3.402771
Trentino Alto Adige / Südtirol,total,15-74 ,total,2,2022,3.283744
Trentino Alto Adige / Südtirol,total,15-74 ,total,3,2022,2.55267
Trentino Alto Adige / Südtirol,total,15-74 ,total,4,2022,2.818775
Nord-ovest,females,15-74 ,12 months and over,2,2018,4.73783
Nord-ovest,females,15-74 ,12 months and over,1,2018,4.841869
Nord-ovest,females,15-74 ,12 months and over,4,2018,4.201122
Nord-ovest,females,15-74 ,12 months and over,3,2018,3.452907
Nord-ovest,females,15-74 ,12 months and over,1,2019,4.323385
Nord-ovest,females,15-74 ,12 months and over,2,2019,3.621749
Nord-ovest,females,15-74 ,12 months and over,4,2019,4.573893
Nord-ovest,females,15-74 ,12 months and over,3,2019,3.63996
Nord-ovest,females,15-74 ,12 months and over,2,2020,2.787389
Nord-ovest,females,15-74 ,12 months and over,1,2020,3.463119
Nord-ovest,females,15-74 ,12 months and over,3,2020,3.48922
Nord-ovest,females,15-74 ,12 months and over,4,2020,3.517105
Nord-ovest,females,15-74 ,12 months and over,1,2021,4.34683
Nord-ovest,females,15-74 ,12 months and over,2,2021,3.85725
Nord-ovest,females,15-74 ,12 months and over,3,2021,3.237354
Nord-ovest,females,15-74 ,12 months and over,4,2021,3.708951
Nord-ovest,females,15-74 ,12 months and over,1,2022,3.736253
Nord-ovest,females,15-74 ,12 months and over,2,2022,3.500516
Nord-ovest,females,15-74 ,12 months and over,3,2022,2.952434
Nord-ovest,females,15-74 ,12 months and over,4,2022,2.833036
Nord,females,15-74 ,total,1,2011,7.043652
Nord,females,15-74 ,total,2,2011,6.204708
Nord,females,15-74 ,total,4,2011,7.836415
Nord,females,15-74 ,total,3,2011,6.19943
Nord,females,15-74 ,total,2,2012,8.161745
Nord,females,15-74 ,total,1,2012,8.861385
Nord,females,15-74 ,total,4,2012,9.226258
Nord,females,15-74 ,total,3,2012,8.211167
Nord,females,15-74 ,total,1,2013,10.537765
Nord,females,15-74 ,total,2,2013,8.902682
Nord,females,15-74 ,total,4,2013,10.190916
Nord,females,15-74 ,total,3,2013,8.553779
Nord,females,15-74 ,total,2,2014,9.040935
Nord,females,15-74 ,total,1,2014,10.529978
Nord,females,15-74 ,total,4,2014,10.575514
Nord,females,15-74 ,total,3,2014,8.664805
Nord,females,15-74 ,total,1,2015,10.129804
Nord,females,15-74 ,total,2,2015,8.908432
Nord,females,15-74 ,total,4,2015,9.257818
Nord,females,15-74 ,total,3,2015,8.022996
Nord,females,15-74 ,total,2,2016,8.597057
Nord,females,15-74 ,total,1,2016,9.097726
Nord,females,15-74 ,total,4,2016,8.974565
Nord,females,15-74 ,total,3,2016,8.295828
Nord,females,15-74 ,total,1,2017,8.959354
Nord,females,15-74 ,total,2,2017,7.798357
Nord,females,15-74 ,total,4,2017,8.166742
Nord,females,15-74 ,total,3,2017,8.080772
Nord,females,15-74 ,total,2,2018,7.706654
Nord,females,15-74 ,total,1,2018,8.225851
Nord,females,15-74 ,total,4,2018,8.364226
Nord,females,15-74 ,total,3,2018,6.537308
Nord,females,15-74 ,total,1,2019,8.185144
Nord,females,15-74 ,total,2,2019,6.912403
Nord,females,15-74 ,total,4,2019,7.662411
Nord,females,15-74 ,total,3,2019,6.946832
Nord,females,15-74 ,total,2,2020,6.036043
Nord,females,15-74 ,total,1,2020,6.943069
Nord,females,15-74 ,total,3,2020,7.85732
Nord,females,15-74 ,total,4,2020,7.563501
Nord,females,15-74 ,total,1,2021,7.988554
Nord,females,15-74 ,total,2,2021,7.333535
Nord,females,15-74 ,total,3,2021,6.63898
Nord,females,15-74 ,total,4,2021,6.575381
Nord,females,15-74 ,total,1,2022,6.744784
Nord,females,15-74 ,total,2,2022,6.217014
