Territory,Gender,Age Class,Duration of Unemployment,Quarter,Year,Unemployment Rate
Sicilia,males,15-74 ,total,4,2022,13.968206
Nord-est,total,15-74 ,12 months and over,2,2018,2.640168
Nord-est,total,15-74 ,12 months and over,1,2018,2.855889
Nord-est,total,15-74 ,12 months and over,4,2018,2.563714
Nord-est,total,15-74 ,12 months and over,3,2018,2.345664
Nord-est,total,15-74 ,12 months and over,1,2019,2.257719
Nord-est,total,15-74 ,12 months and over,2,2019,2.297662
Nord-est,total,15-74 ,12 months and over,4,2019,2.197473
Nord-est,total,15-74 ,12 months and over,3,2019,2.059456
Nord-est,total,15-74 ,12 months and over,2,2020,1.332387
Nord-est,total,15-74 ,12 months and over,1,2020,2.019218
Nord-est,total,15-74 ,12 months and over,3,2020,2.308212
Nord-est,total,15-74 ,12 months and over,4,2020,2.215124
Nord-est,total,15-74 ,12 months and over,1,2021,2.067622
Nord-est,total,15-74 ,12 months and over,2,2021,2.269998
Nord-est,total,15-74 ,12 months and over,3,2021,2.06278
Nord-est,total,15-74 ,12 months and over,4,2021,2.330019
Nord-est,total,15-74 ,12 months and over,1,2022,2.537285
Nord-est,total,15-74 ,12 months and over,2,2022,1.905477
Nord-est,total,15-74 ,12 months and over,3,2022,1.874449
Nord-est,total,15-74 ,12 months and over,4,2022,1.737817
Nord-est,females,15-74 ,total,1,2011,6.519297
Nord-est,females,15-74 ,total,2,2011,5.570549
Nord-est,females,15-74 ,total,4,2011,7.151247
Nord-est,females,15-74 ,total,3,2011,5.552764
Nord-est,females,15-74 ,total,2,2012,7.216
Nord-est,females,15-74 ,total,1,2012,7.429027
Nord-est,females,15-74 ,total,4,2012,8.598117
Nord-est,females,15-74 ,total,3,2012,7.561041
Nord-est,females,15-74 ,total,1,2013,10.30613
Nord-est,females,15-74 ,total,2,2013,8.52035
Nord-est,females,15-74 ,total,4,2013,10.202777
Nord-est,females,15-74 ,total,3,2013,8.500274
Nord-est,females,15-74 ,total,2,2014,8.442924
Nord-est,females,15-74 ,total,1,2014,10.239075
Nord-est,females,15-74 ,total,4,2014,10.350678
Nord-est,females,15-74 ,total,3,2014,8.185248
Nord-est,females,15-74 ,total,1,2015,9.849047
Nord-est,females,15-74 ,total,2,2015,8.533419
Nord-est,females,15-74 ,total,4,2015,8.673847
Nord-est,females,15-74 ,total,3,2015,7.838662
Nord-est,females,15-74 ,total,2,2016,8.079782
Nord-est,females,15-74 ,total,1,2016,8.73037
Nord-est,females,15-74 ,total,4,2016,7.593839
Nord-est,females,15-74 ,total,3,2016,7.752045
Nord-est,females,15-74 ,total,1,2017,8.309553
Nord-est,females,15-74 ,total,2,2017,7.014296
Nord-est,females,15-74 ,total,4,2017,7.932233
Nord-est,females,15-74 ,total,3,2017,7.193864
Nord-est,females,15-74 ,total,2,2018,7.079594
Nord-est,females,15-74 ,total,1,2018,7.762087
Nord-est,females,15-74 ,total,4,2018,8.440987
Nord-est,females,15-74 ,total,3,2018,5.728629
Nord-est,females,15-74 ,total,1,2019,7.421352
Nord-est,females,15-74 ,total,2,2019,6.812371
Nord-est,females,15-74 ,total,4,2019,6.704183
Nord-est,females,15-74 ,total,3,2019,6.268189
Nord-est,females,15-74 ,total,2,2020,6.072677
Nord-est,females,15-74 ,total,1,2020,6.909388
Nord-est,females,15-74 ,total,3,2020,7.685243
Nord-est,females,15-74 ,total,4,2020,7.700642
Nord-est,females,15-74 ,total,1,2021,6.894666
Nord-est,females,15-74 ,total,2,2021,7.085842
Nord-est,females,15-74 ,total,3,2021,6.226098
Nord-est,females,15-74 ,total,4,2021,6.275744
Nord-est,females,15-74 ,total,1,2022,5.91873
Nord-est,females,15-74 ,total,2,2022,5.413509
Nord-est,females,15-74 ,total,3,2022,5.594669
Nord-est,females,15-74 ,total,4,2022,5.671414
Veneto,females,15-74 ,total,2,2018,7.72523
Veneto,females,15-74 ,total,1,2018,8.026921
Veneto,females,15-74 ,total,4,2018,9.098267
Veneto,females,15-74 ,total,3,2018,6.22202
Veneto,females,15-74 ,total,1,2019,7.884265
Veneto,females,15-74 ,total,2,2019,7.742249
Veneto,females,15-74 ,total,4,2019,7.146679
Veneto,females,15-74 ,total,3,2019,6.260822
Veneto,females,15-74 ,total,2,2020,6.16754
Veneto,females,15-74 ,total,1,2020,7.241611
Veneto,females,15-74 ,total,3,2020,7.85899
Veneto,females,15-74 ,total,4,2020,8.953037
Veneto,females,15-74 ,total,1,2021,6.194411
Veneto,females,15-74 ,total,2,2021,6.161365
Veneto,females,15-74 ,total,3,2021,7.020648
Veneto,females,15-74 ,total,4,2021,5.46622
Veneto,females,15-74 ,total,1,2022,5.994387
Veneto,females,15-74 ,total,2,2022,5.755894
Veneto,females,15-74 ,total,3,2022,4.196527
Veneto,females,15-74 ,total,4,2022,5.289641
Umbria,females,15-74 ,total,2,2018,10.174036
Umbria,females,15-74 ,total,1,2018,13.670712
Umbria,females,15-74 ,total,4,2018,10.887418
Umbria,females,15-74 ,total,3,2018,9.460315
Umbria,females,15-74 ,total,1,2019,11.061942
Umbria,females,15-74 ,total,2,2019,9.745512
Umbria,females,15-74 ,total,4,2019,9.98132
Umbria,females,15-74 ,total,3,2019,9.249338
Umbria,females,15-74 ,total,2,2020,7.326407
Umbria,females,15-74 ,total,1,2020,12.250052
Umbria,females,15-74 ,total,3,2020,8.945207
Umbria,females,15-74 ,total,4,2020,9.621547
Umbria,females,15-74 ,total,1,2021,9.614074
Umbria,females,15-74 ,total,2,2021,7.239587
Umbria,females,15-74 ,total,3,2021,6.172639
Umbria,females,15-74 ,total,4,2021,7.139572
Umbria,females,15-74 ,total,1,2022,6.273975
Umbria,females,15-74 ,total,2,2022,8.049173
Umbria,females,15-74 ,total,3,2022,8.946856
Umbria,females,15-74 ,total,4,2022,8.932282
Centro (I),total,15-74 ,12 months and over,2,2018,5.427933
Centro (I),total,15-74 ,12 months and over,1,2018,5.565902
Centro (I),total,15-74 ,12 months and over,4,2018,5.010892
Centro (I),total,15-74 ,12 months and over,3,2018,4.50462
Centro (I),total,15-74 ,12 months and over,1,2019,4.920962
Centro (I),total,15-74 ,12 months and over,2,2019,4.682185
Centro (I),total,15-74 ,12 months and over,4,2019,4.346366
Centro (I),total,15-74 ,12 months and over,3,2019,3.821432
Centro (I),total,15-74 ,12 months and over,2,2020,2.513415
Centro (I),total,15-74 ,12 months and over,1,2020,4.135854
Centro (I),total,15-74 ,12 months and over,3,2020,4.220186
Centro (I),total,15-74 ,12 months and over,4,2020,4.432032
Centro (I),total,15-74 ,12 months and over,1,2021,4.509585
Centro (I),total,15-74 ,12 months and over,2,2021,4.961196
Centro (I),total,15-74 ,12 months and over,3,2021,4.276192
Centro (I),total,15-74 ,12 months and over,4,2021,4.551933
Centro (I),total,15-74 ,12 months and over,1,2022,3.933321
Centro (I),total,15-74 ,12 months and over,2,2022,3.618028
Centro (I),total,15-74 ,12 months and over,3,2022,3.392367
Centro (I),total,15-74 ,12 months and over,4,2022,3.153194
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,2,2018,3.287313
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,1,2018,2.970024
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,4,2018,2.568269
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,3,2018,2.770072
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,1,2019,2.876357
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,2,2019,3.331313
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,4,2019,2.498625
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,3,2019,2.822984
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,2,2020,3.940943
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,1,2020,3.246719
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,3,2020,3.36455
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,4,2020,4.356566
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,1,2021,5.777089
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,2,2021,3.389311
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,3,2021,3.306056
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,4,2021,3.025507
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,1,2022,2.954328
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,2,2022,2.024701
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,3,2022,1.659557
Provincia Autonoma Bolzano / Bozen,total,15-74 ,total,4,2022,2.499916
Campania,males,15-74 ,total,2,2018,18.485845
Campania,males,15-74 ,total,1,2018,20.489762
Campania,males,15-74 ,total,4,2018,19.1663
Campania,males,15-74 ,total,3,2018,16.422392
Campania,males,15-74 ,total,1,2019,20.752678
Campania,males,15-74 ,total,2,2019,18.827413
Campania,males,15-74 ,total,4,2019,17.964458
Campania,males,15-74 ,total,3,2019,16.378723
Campania,males,15-74 ,total,2,2020,16.943909
Campania,males,15-74 ,total,1,2020,17.337361
Campania,males,15-74 ,total,3,2020,16.951826
Campania,males,15-74 ,total,4,2020,16.97555
Campania,males,15-74 ,total,1,2021,18.37519
Campania,males,15-74 ,total,2,2021,17.148823
Campania,males,15-74 ,total,3,2021,16.341164
Campania,males,15-74 ,total,4,2021,18.905592
Campania,males,15-74 ,total,1,2022,16.586285
Campania,males,15-74 ,total,2,2022,13.5101
Campania,males,15-74 ,total,3,2022,15.711775
Campania,males,15-74 ,total,4,2022,16.114954
Italy,total,15-74 ,12 months and over,2,2018,6.387688
Italy,total,15-74 ,12 months and over,1,2018,6.700195
Italy,total,15-74 ,12 months and over,4,2018,5.94138
Italy,total,15-74 ,12 months and over,3,2018,5.535454
Italy,total,15-74 ,12 months and over,1,2019,5.952948
Italy,total,15-74 ,12 months and over,2,2019,5.541835
Italy,total,15-74 ,12 months and over,4,2019,5.520296
Italy,total,15-74 ,12 months and over,3,2019,5.219017
Italy,total,15-74 ,12 months and over,2,2020,3.731061
Italy,total,15-74 ,12 months and over,1,2020,5.071592
Italy,total,15-74 ,12 months and over,3,2020,5.268176
Italy,total,15-74 ,12 months and over,4,2020,5.21948
Italy,total,15-74 ,12 months and over,1,2021,5.496409
Italy,total,15-74 ,12 months and over,2,2021,5.608415
Italy,total,15-74 ,12 months and over,3,2021,5.166855
Italy,total,15-74 ,12 months and over,4,2021,5.387163
Italy,total,15-74 ,12 months and over,1,2022,5.15013
Italy,total,15-74 ,12 months and over,2,2022,4.759847
Italy,total,15-74 ,12 months and over,3,2022,4.326799
Italy,total,15-74 ,12 months and over,4,2022,4.303957
Nord,total,15-74 ,total,1,2011,6.04844
Nord,total,15-74 ,total,2,2011,5.237558
Nord,total,15-74 ,total,4,2011,6.828339
Nord,total,15-74 ,total,3,2011,5.233776
Nord,total,15-74 ,total,2,2012,7.442942
Nord,total,15-74 ,total,1,2012,7.630901
Nord,total,15-74 ,total,4,2012,8.077099
Nord,total,15-74 ,total,3,2012,6.978058
Nord,total,15-74 ,total,1,2013,9.344914
Nord,total,15-74 ,total,2,2013,8.23322
Nord,total,15-74 ,total,4,2013,8.963789
Nord,total,15-74 ,total,3,2013,7.657817
Nord,total,15-74 ,total,2,2014,8.376468
Nord,total,15-74 ,total,1,2014,9.564233
Nord,total,15-74 ,total,4,2014,9.129162
Nord,total,15-74 ,total,3,2014,7.823761
Nord,total,15-74 ,total,1,2015,9.05321
Nord,total,15-74 ,total,2,2015,8.02788
Nord,total,15-74 ,total,4,2015,8.240923
Nord,total,15-74 ,total,3,2015,7.212455
Nord,total,15-74 ,total,2,2016,7.483066
Nord,total,15-74 ,total,1,2016,8.106393
Nord,total,15-74 ,total,4,2016,7.903968
Nord,total,15-74 ,total,3,2016,6.855068
Nord,total,15-74 ,total,1,2017,7.588129
Nord,total,15-74 ,total,2,2017,6.595403
Nord,total,15-74 ,total,4,2017,6.93709
Nord,total,15-74 ,total,3,2017,6.615388
Nord,total,15-74 ,total,2,2018,6.562873
Nord,total,15-74 ,total,1,2018,7.086042
Nord,total,15-74 ,total,4,2018,6.873485
Nord,total,15-74 ,total,3,2018,5.674602
Nord,total,15-74 ,total,1,2019,6.778607
Nord,total,15-74 ,total,2,2019,5.703201
Nord,total,15-74 ,total,4,2019,6.146171
Nord,total,15-74 ,total,3,2019,5.672362
Nord,total,15-74 ,total,2,2020,5.045947
Nord,total,15-74 ,total,1,2020,5.693509
Nord,total,15-74 ,total,3,2020,6.724159
Nord,total,15-74 ,total,4,2020,6.402792
Nord,total,15-74 ,total,1,2021,6.846846
Nord,total,15-74 ,total,2,2021,6.026569
Nord,total,15-74 ,total,3,2021,5.378047
Nord,total,15-74 ,total,4,2021,5.747886
Nord,total,15-74 ,total,1,2022,5.740619
Nord,total,15-74 ,total,2,2022,4.996311
Nord,total,15-74 ,total,3,2022,4.821007
Nord,total,15-74 ,total,4,2022,4.738688
Provincia Autonoma Trento,males,15-74 ,total,2,2018,4.306085
Provincia Autonoma Trento,males,15-74 ,total,1,2018,6.658933
Provincia Autonoma Trento,males,15-74 ,total,4,2018,3.661784
Provincia Autonoma Trento,males,15-74 ,total,3,2018,2.535112
Provincia Autonoma Trento,males,15-74 ,total,1,2019,4.662821
Provincia Autonoma Trento,males,15-74 ,total,2,2019,4.69048
Provincia Autonoma Trento,males,15-74 ,total,4,2019,3.661438
Provincia Autonoma Trento,males,15-74 ,total,3,2019,3.418512
Provincia Autonoma Trento,males,15-74 ,total,2,2020,4.929031
Provincia Autonoma Trento,males,15-74 ,total,1,2020,6.221319
Provincia Autonoma Trento,males,15-74 ,total,3,2020,3.539586
Provincia Autonoma Trento,males,15-74 ,total,4,2020,5.378027
Provincia Autonoma Trento,males,15-74 ,total,1,2021,7.244259
Provincia Autonoma Trento,males,15-74 ,total,2,2021,4.752625
Provincia Autonoma Trento,males,15-74 ,total,3,2021,3.202809
Provincia Autonoma Trento,males,15-74 ,total,4,2021,2.396211
Provincia Autonoma Trento,males,15-74 ,total,1,2022,3.688881
Provincia Autonoma Trento,males,15-74 ,total,2,2022,3.142871
Provincia Autonoma Trento,males,15-74 ,total,3,2022,1.774598
Provincia Autonoma Trento,males,15-74 ,total,4,2022,2.441979
Campania,males,15-64 ,total,2,2018,18.931264
Campania,males,15-64 ,total,1,2018,20.884836
Campania,males,15-64 ,total,4,2018,19.617379
Campania,males,15-64 ,total,3,2018,16.757401
Campania,males,15-64 ,total,1,2019,21.122234
Campania,males,15-64 ,total,2,2019,19.229288
Campania,males,15-64 ,total,4,2019,18.300724
Campania,males,15-64 ,total,3,2019,16.843022
Campania,males,15-64 ,total,2,2020,17.327319
Campania,males,15-64 ,total,1,2020,17.697603
Campania,males,15-64 ,total,3,2020,17.325611
Campania,males,15-64 ,total,4,2020,17.297447
Campania,males,15-64 ,total,1,2021,18.656993
Campania,males,15-64 ,total,2,2021,17.499953
Campania,males,15-64 ,total,3,2021,16.632541
Campania,males,15-64 ,total,4,2021,19.158648
Campania,males,15-64 ,total,1,2022,16.947807
Campania,males,15-64 ,total,2,2022,13.882817
Campania,males,15-64 ,total,3,2022,16.0066
Campania,males,15-64 ,total,4,2022,16.29873
Abruzzo,males,15-74 ,total,2,2018,7.595228
Abruzzo,males,15-74 ,total,1,2018,8.230582
Abruzzo,males,15-74 ,total,4,2018,7.634159
Abruzzo,males,15-74 ,total,3,2018,9.139256
Abruzzo,males,15-74 ,total,1,2019,9.77307
Abruzzo,males,15-74 ,total,2,2019,9.545763
Abruzzo,males,15-74 ,total,4,2019,10.781357
Abruzzo,males,15-74 ,total,3,2019,8.121739
Abruzzo,males,15-74 ,total,2,2020,4.874899
Abruzzo,males,15-74 ,total,1,2020,8.288718
Abruzzo,males,15-74 ,total,3,2020,7.995781
Abruzzo,males,15-74 ,total,4,2020,8.732796
Abruzzo,males,15-74 ,total,1,2021,9.427146
Abruzzo,males,15-74 ,total,2,2021,6.490367
Abruzzo,males,15-74 ,total,3,2021,6.791963
Abruzzo,males,15-74 ,total,4,2021,6.844515
Abruzzo,males,15-74 ,total,1,2022,6.630293
Abruzzo,males,15-74 ,total,2,2022,7.261211
Abruzzo,males,15-74 ,total,3,2022,6.898147
Abruzzo,males,15-74 ,total,4,2022,6.723913
Abruzzo,males,15-64 ,total,2,2018,7.744121
Abruzzo,males,15-64 ,total,1,2018,8.468414
Abruzzo,males,15-64 ,total,4,2018,7.730846
Abruzzo,males,15-64 ,total,3,2018,9.187621
Abruzzo,males,15-64 ,total,1,2019,10.007281
Abruzzo,males,15-64 ,total,2,2019,9.557772
Abruzzo,males,15-64 ,total,4,2019,11.008041
Abruzzo,males,15-64 ,total,3,2019,8.313544
Abruzzo,males,15-64 ,total,2,2020,4.940732
Abruzzo,males,15-64 ,total,1,2020,8.522246
Abruzzo,males,15-64 ,total,3,2020,8.123942
Abruzzo,males,15-64 ,total,4,2020,8.975412
Abruzzo,males,15-64 ,total,1,2021,9.830917
Abruzzo,males,15-64 ,total,2,2021,6.689104
Abruzzo,males,15-64 ,total,3,2021,6.972832
Abruzzo,males,15-64 ,total,4,2021,6.895192
Abruzzo,males,15-64 ,total,1,2022,6.62457
Abruzzo,males,15-64 ,total,2,2022,7.468979
Abruzzo,males,15-64 ,total,3,2022,7.113483
Abruzzo,males,15-64 ,total,4,2022,6.955458
Nord,females,15-74 ,12 months and over,2,2018,4.159345
Nord,females,15-74 ,12 months and over,1,2018,4.259829
Nord,females,15-74 ,12 months and over,4,2018,3.80382
Nord,females,15-74 ,12 months and over,3,2018,3.222103
Nord,females,15-74 ,12 months and over,1,2019,3.629224
Nord,females,15-74 ,12 months and over,2,2019,3.481863
Nord,females,15-74 ,12 months and over,4,2019,3.818737
Nord,females,15-74 ,12 months and over,3,2019,3.199768
Nord,females,15-74 ,12 months and over,2,2020,2.321529
Nord,females,15-74 ,12 months and over,1,2020,3.073259
Nord,females,15-74 ,12 months and over,3,2020,3.237857
Nord,females,15-74 ,12 months and over,4,2020,3.243647
Nord,females,15-74 ,12 months and over,1,2021,3.636885
Nord,females,15-74 ,12 months and over,2,2021,3.464556
Nord,females,15-74 ,12 months and over,3,2021,3.006538
Nord,females,15-74 ,12 months and over,4,2021,3.417961
Nord,females,15-74 ,12 months and over,1,2022,3.475015
Nord,females,15-74 ,12 months and over,2,2022,3.046146
Nord,females,15-74 ,12 months and over,3,2022,2.709833
Nord,females,15-74 ,12 months and over,4,2022,2.628974
Italy,total,15-74 ,total,1,2011,8.727984
Italy,total,15-74 ,total,2,2011,7.879711
Italy,total,15-74 ,total,4,2011,9.738198
Italy,total,15-74 ,total,3,2011,7.7632
Italy,total,15-74 ,total,2,2012,10.691882
Italy,total,15-74 ,total,1,2012,11.069567
Italy,total,15-74 ,total,4,2012,11.832695
Italy,total,15-74 ,total,3,2012,9.944428
Italy,total,15-74 ,total,1,2013,12.985161
Italy,total,15-74 ,total,2,2013,12.233927
Italy,total,15-74 ,total,4,2013,12.829546
Italy,total,15-74 ,total,3,2013,11.43297
Italy,total,15-74 ,total,2,2014,12.370249
Italy,total,15-74 ,total,1,2014,13.731145
Italy,total,15-74 ,total,4,2014,13.40281
Italy,total,15-74 ,total,3,2014,11.884023
Italy,total,15-74 ,total,1,2015,13.108313
Italy,total,15-74 ,total,2,2015,12.227452
Italy,total,15-74 ,total,4,2015,12.020318
Italy,total,15-74 ,total,3,2015,10.654056
Italy,total,15-74 ,total,2,2016,11.604882
Italy,total,15-74 ,total,1,2016,12.17252
Italy,total,15-74 ,total,4,2016,12.229412
Italy,total,15-74 ,total,3,2016,10.983834
Italy,total,15-74 ,total,1,2017,12.18783
Italy,total,15-74 ,total,2,2017,10.986115
Italy,total,15-74 ,total,4,2017,11.234152
Italy,total,15-74 ,total,3,2017,10.598069
Italy,total,15-74 ,total,2,2018,10.671243
Italy,total,15-74 ,total,1,2018,11.560942
Italy,total,15-74 ,total,4,2018,10.800083
Italy,total,15-74 ,total,3,2018,9.298614
Italy,total,15-74 ,total,1,2019,11.060854
Italy,total,15-74 ,total,2,2019,9.718821
Italy,total,15-74 ,total,4,2019,9.886161
Italy,total,15-74 ,total,3,2019,9.070237
Italy,total,15-74 ,total,2,2020,7.842986
Italy,total,15-74 ,total,1,2020,9.479269
Italy,total,15-74 ,total,3,2020,10.255432
Italy,total,15-74 ,total,4,2020,9.760533
Italy,total,15-74 ,total,1,2021,10.648852
Italy,total,15-74 ,total,2,2021,9.600253
Italy,total,15-74 ,total,3,2021,8.839813
Italy,total,15-74 ,total,4,2021,9.073822
Italy,total,15-74 ,total,1,2022,8.750451
Italy,total,15-74 ,total,2,2022,7.963626
Italy,total,15-74 ,total,3,2022,7.712102
Italy,total,15-74 ,total,4,2022,7.948212
Centro (I),males,15-74 ,12 months and over,2,2018,5.209431
Centro (I),males,15-74 ,12 months and over,1,2018,4.399742
Centro (I),males,15-74 ,12 months and over,4,2018,4.667541
Centro (I),males,15-74 ,12 months and over,3,2018,4.051826
Centro (I),males,15-74 ,12 months and over,1,2019,4.882572
Centro (I),males,15-74 ,12 months and over,2,2019,4.401915
Centro (I),males,15-74 ,12 months and over,4,2019,3.774884
Centro (I),males,15-74 ,12 months and over,3,2019,3.670668
Centro (I),males,15-74 ,12 months and over,2,2020,2.45597
Centro (I),males,15-74 ,12 months and over,1,2020,3.823723
Centro (I),males,15-74 ,12 months and over,3,2020,4.017626
Centro (I),males,15-74 ,12 months and over,4,2020,4.117191
Centro (I),males,15-74 ,12 months and over,1,2021,4.586035
Centro (I),males,15-74 ,12 months and over,2,2021,4.230188
Centro (I),males,15-74 ,12 months and over,3,2021,3.944502
Centro (I),males,15-74 ,12 months and over,4,2021,4.361392
Centro (I),males,15-74 ,12 months and over,1,2022,3.666871
